1    1      0.215345
1    2      0.141191
1    3     0.0896348
1    4     0.0481117
1    5     0.0706883
1    6      0.109949
1    7      0.125059
1    8      0.092421
1    9     0.0308827
1   10     0.0563061
2    1      0.219727
2    2      0.136635
2    3     0.0847929
2    4     0.0474608
2    5     0.0769123
2    6      0.110772
2    7      0.123247
2    8     0.0892178
2    9     0.0399167
2   10     0.0630241
3    1      0.171908
3    2       0.14469
3    3      0.137826
3    4      0.106531
3    5      0.110554
3    6      0.108135
3    7      0.101212
3    8      0.121989
3    9      0.134492
3   10       0.17133
3   11      0.117946
3   12      0.131766
3   13     0.0943891
3   14     0.0944042
4    1      0.177844
4    2      0.142557
4    3      0.144789
4    4      0.115116
4    5      0.124148
4    6      0.118998
4    7      0.103718
4    8       0.13055
4    9      0.148612
4   10      0.176869
4   11      0.123878
4   12       0.14308
4   13      0.102754
4   14     0.0982245
5    1      0.182539
5    2      0.188367
5    3      0.163172
5    4      0.169274
5    5      0.162327
5    6      0.164944
5    7      0.217647
5    8      0.146653
5    9      0.141937
5   10       0.13391
5   11      0.181222
5   12      0.160445
5   13      0.221079
5   14      0.193747
5   15      0.212309
5   16      0.182581
5   17       0.12761
5   18       0.14635
6    1      0.179592
6    2      0.196198
6    3      0.170296
6    4      0.184241
6    5      0.173908
6    6       0.17887
6    7      0.236219
6    8       0.15874
6    9      0.146217
6   10      0.140402
6   11      0.186386
6   12      0.171658
6   13      0.237282
6   14      0.200617
6   15      0.225142
6   16      0.191826
6   17      0.135868
6   18      0.147661
